x,y,tipo,timestamp,resolucao_largura,resolucao_altura,x_norm,y_norm
956,985,tap,2025-11-10T09:55:11.074822,1920,1080,0.4979166666666667,0.9120370370370371
1073,1019,tap,2025-11-10T09:55:16.153842,1920,1080,0.5588541666666667,0.9435185185185185
1081,410,tap,2025-11-10T09:55:21.198516,1920,1080,0.5630208333333333,0.37962962962962965
174,390,tap,2025-11-10T09:55:25.914742,1920,1080,0.090625,0.3611111111111111
1395,579,swipe_inicio,2025-11-10T09:55:31.355751,1920,1080,0.7265625,0.5361111111111111
1763,246,swipe_fim,2025-11-10T09:55:31.355751,1920,1080,0.9182291666666667,0.22777777777777777
1563,418,swipe_inicio,2025-11-10T09:55:36.260386,1920,1080,0.8140625,0.387037037037037
1155,927,swipe_fim,2025-11-10T09:55:36.260386,1920,1080,0.6015625,0.8583333333333333
834,545,tap,2025-11-10T09:55:40.835091,1920,1080,0.434375,0.5046296296296297
258,508,tap,2025-11-10T09:55:44.870045,1920,1080,0.134375,0.4703703703703704
1291,438,tap,2025-11-10T09:55:48.990122,1920,1080,0.6723958333333333,0.40555555555555556
1555,404,tap,2025-11-10T09:55:52.522536,1920,1080,0.8098958333333334,0.37407407407407406
1395,659,tap,2025-11-10T09:55:56.206940,1920,1080,0.7265625,0.6101851851851852
310,587,tap,2025-11-10T09:56:02.693273,1920,1080,0.16145833333333334,0.5435185185185185
868,589,tap,2025-11-10T09:56:06.106859,1920,1080,0.45208333333333334,0.5453703703703704
838,510,tap,2025-11-10T09:56:10.054646,1920,1080,0.43645833333333334,0.4722222222222222
872,332,tap,2025-11-10T09:56:13.858216,1920,1080,0.45416666666666666,0.3074074074074074
880,380,tap,2025-11-10T09:56:16.336361,1920,1080,0.4583333333333333,0.35185185185185186
278,723,tap,2025-11-10T09:56:22.148655,1920,1080,0.14479166666666668,0.6694444444444444
108,162,tap,2025-11-10T09:56:31.948934,1920,1080,0.05625,0.15
950,1031,tap,2025-11-10T09:56:35.710674,1920,1080,0.4947916666666667,0.9546296296296296
