x,y,tipo,timestamp,resolucao_largura,resolucao_altura,x_norm,y_norm
997,1047,tap,2026-02-23T16:25:55.765172,1920,1080,0.5192708333333333,0.9694444444444444
696,1023,tap,2026-02-23T16:25:59.930277,1920,1080,0.3625,0.9472222222222222
1677,707,tap,2026-02-23T16:26:04.172008,1920,1080,0.8734375,0.6546296296296297
1383,595,swipe_inicio,2026-02-23T16:26:08.089859,1920,1080,0.7203125,0.5509259259259259
322,617,swipe_fim,2026-02-23T16:26:08.089859,1920,1080,0.16770833333333332,0.5712962962962963
1165,416,tap,2026-02-23T16:26:16.581662,1920,1080,0.6067708333333334,0.3851851851851852
288,448,swipe_inicio,2026-02-23T16:26:21.063779,1920,1080,0.15,0.4148148148148148
282,805,swipe_fim,2026-02-23T16:26:21.063779,1920,1080,0.146875,0.7453703703703703
284,412,swipe_inicio,2026-02-23T16:26:28.433067,1920,1080,0.14791666666666667,0.3814814814814815
304,969,swipe_fim,2026-02-23T16:26:28.433067,1920,1080,0.15833333333333333,0.8972222222222223
650,298,tap,2026-02-23T16:26:36.353702,1920,1080,0.3385416666666667,0.2759259259259259
214,845,tap,2026-02-23T16:26:50.425465,1920,1080,0.11145833333333334,0.7824074074074074
246,831,swipe_inicio,2026-02-23T16:26:53.941332,1920,1080,0.128125,0.7694444444444445
324,394,swipe_fim,2026-02-23T16:26:53.941332,1920,1080,0.16875,0.3648148148148148
218,751,tap,2026-02-23T16:26:56.712085,1920,1080,0.11354166666666667,0.6953703703703704
224,867,tap,2026-02-23T16:27:00.813796,1920,1080,0.11666666666666667,0.8027777777777778
