x,y,tipo,timestamp,resolucao_largura,resolucao_altura,x_norm,y_norm
956,1005,tap,2026-04-15T09:13:47.580057,1920,1080,0.4979166666666667,0.9305555555555556
1075,1008,tap,2026-04-15T09:13:51.697139,1920,1080,0.5598958333333334,0.9333333333333333
986,910,tap,2026-04-15T09:13:57.270016,1920,1080,0.5135416666666667,0.8425925925925926
1086,626,tap,2026-04-15T09:14:01.936970,1920,1080,0.565625,0.5796296296296296
589,367,tap,2026-04-15T09:14:07.658713,1920,1080,0.3067708333333333,0.3398148148148148
573,462,tap,2026-04-15T09:14:11.575548,1920,1080,0.2984375,0.42777777777777776
573,585,tap,2026-04-15T09:14:15.596680,1920,1080,0.2984375,0.5416666666666666
602,848,tap,2026-04-15T09:14:19.313902,1920,1080,0.31354166666666666,0.7851851851851852
603,848,tap,2026-04-15T09:14:23.933658,1920,1080,0.3140625,0.7851851851851852
982,710,swipe_inicio,2026-04-15T09:14:28.310737,1920,1080,0.5114583333333333,0.6574074074074074
1048,216,swipe_fim,2026-04-15T09:14:28.310737,1920,1080,0.5458333333333333,0.2
605,374,tap,2026-04-15T09:14:32.380676,1920,1080,0.3151041666666667,0.34629629629629627
600,458,tap,2026-04-15T09:14:35.300350,1920,1080,0.3125,0.42407407407407405
609,585,tap,2026-04-15T09:14:38.315483,1920,1080,0.3171875,0.5416666666666666
607,690,tap,2026-04-15T09:14:41.329181,1920,1080,0.31614583333333335,0.6388888888888888
613,812,tap,2026-04-15T09:14:44.246291,1920,1080,0.31927083333333334,0.7518518518518519
613,914,tap,2026-04-15T09:14:47.111924,1920,1080,0.31927083333333334,0.8462962962962963
599,686,tap,2026-04-15T09:14:53.444558,1920,1080,0.31197916666666664,0.6351851851851852
972,800,swipe_inicio,2026-04-15T09:14:56.989217,1920,1080,0.50625,0.7407407407407407
1041,339,swipe_fim,2026-04-15T09:14:56.989217,1920,1080,0.5421875,0.3138888888888889
620,498,tap,2026-04-15T09:14:59.053317,1920,1080,0.3229166666666667,0.46111111111111114
612,614,tap,2026-04-15T09:15:01.471152,1920,1080,0.31875,0.5685185185185185
618,721,tap,2026-04-15T09:15:03.593736,1920,1080,0.321875,0.6675925925925926
615,841,tap,2026-04-15T09:15:06.159421,1920,1080,0.3203125,0.7787037037037037
991,810,swipe_inicio,2026-04-15T09:15:09.045754,1920,1080,0.5161458333333333,0.75
1092,333,swipe_fim,2026-04-15T09:15:09.045754,1920,1080,0.56875,0.30833333333333335
1183,871,tap,2026-04-15T09:15:11.009416,1920,1080,0.6161458333333333,0.8064814814814815
1556,855,tap,2026-04-15T09:15:14.075404,1920,1080,0.8104166666666667,0.7916666666666666
792,162,tap,2026-04-15T09:15:18.249885,1920,1080,0.4125,0.15
717,369,tap,2026-04-15T09:15:20.729963,1920,1080,0.3734375,0.3416666666666667
696,473,tap,2026-04-15T09:15:23.459935,1920,1080,0.3625,0.43796296296296294
681,593,tap,2026-04-15T09:15:26.428062,1920,1080,0.3546875,0.549074074074074
1171,687,tap,2026-04-15T09:15:34.066004,1920,1080,0.6098958333333333,0.6361111111111111
